iter	Accuracy	Logloss
886	0.9639037433	0.147109617
887	0.9639037433	0.1468652848
888	0.9639037433	0.1465658066
889	0.9639037433	0.1462900361
890	0.9639037433	0.1462404151
891	0.9639037433	0.1461700583
892	0.9639037433	0.1460410478
893	0.9639037433	0.1459528478
894	0.9639037433	0.145952407
895	0.9639037433	0.1458268292
896	0.9639037433	0.1458219622
897	0.9639037433	0.1456803138
898	0.9639037433	0.1456050729
899	0.9639037433	0.1453650516
900	0.9639037433	0.145344108
901	0.9639037433	0.145212222
902	0.9639037433	0.1443622528
903	0.9639037433	0.1443439851
904	0.9639037433	0.144123879
905	0.9652406417	0.1439860512
906	0.9652406417	0.1438527455
907	0.9652406417	0.1437300084
908	0.9652406417	0.1432350494
909	0.9652406417	0.1432237663
910	0.9652406417	0.1431485303
911	0.9652406417	0.1430994395
912	0.9652406417	0.1429672854
913	0.9652406417	0.1427751302
914	0.9639037433	0.1425777074
915	0.9639037433	0.1425668637
916	0.9639037433	0.1425591448
917	0.9639037433	0.1425429092
918	0.9639037433	0.1425070321
919	0.9652406417	0.1424998898
920	0.9652406417	0.1422469485
921	0.9652406417	0.1422417213
922	0.9652406417	0.1420464171
923	0.9652406417	0.1420344395
924	0.9652406417	0.1419946652
925	0.9652406417	0.1419104257
926	0.9652406417	0.1416527283
927	0.9652406417	0.1415877845
928	0.9652406417	0.1415093699
929	0.9652406417	0.1414673061
930	0.9652406417	0.1413886808
931	0.9652406417	0.1412549422
932	0.9652406417	0.1412072722
933	0.9652406417	0.1410203632
934	0.9652406417	0.1409407147
935	0.9652406417	0.1408760603
936	0.9652406417	0.1406973728
937	0.9652406417	0.1406732798
938	0.9652406417	0.1405462618
939	0.9652406417	0.1404603431
940	0.9652406417	0.140423444
941	0.9652406417	0.1403197764
942	0.9652406417	0.1402485276
943	0.9652406417	0.1402191758
944	0.9652406417	0.1399121595
945	0.9652406417	0.1399025748
946	0.9652406417	0.1398399628
947	0.9652406417	0.1398395035
948	0.9652406417	0.1396886039
949	0.9665775401	0.1396176443
950	0.9679144385	0.1394001686
951	0.9679144385	0.1392903944
952	0.9679144385	0.139273973
953	0.9665775401	0.1391162484
954	0.9665775401	0.139110221
955	0.9665775401	0.1390041093
956	0.9679144385	0.1388189169
957	0.9679144385	0.1387621393
958	0.9679144385	0.1387226669
959	0.9679144385	0.1386570157
960	0.9679144385	0.138543945
961	0.9679144385	0.1385129358
962	0.9679144385	0.1383433697
963	0.9679144385	0.138199444
964	0.9679144385	0.1380992584
965	0.9679144385	0.1379181866
966	0.9679144385	0.1379079302
967	0.9679144385	0.1379064328
968	0.9679144385	0.1376942351
969	0.9679144385	0.1376529802
970	0.9665775401	0.1374648172
971	0.9665775401	0.1374194654
972	0.9679144385	0.1372272943
973	0.9665775401	0.1371910734
974	0.9679144385	0.1371177559
975	0.9679144385	0.1368670318
976	0.9679144385	0.136816602
977	0.9679144385	0.1365875531
978	0.9679144385	0.1364365349
979	0.9679144385	0.1362966303
980	0.9679144385	0.1359089571
981	0.9679144385	0.1358878122
982	0.9679144385	0.1358034011
983	0.9679144385	0.1356873583
984	0.9679144385	0.1354845006
985	0.9679144385	0.1351361485
986	0.9679144385	0.1351085499
987	0.9679144385	0.1351078255
988	0.9692513369	0.1350200299
989	0.9692513369	0.134937746
990	0.9692513369	0.1349267588
991	0.9692513369	0.1349171767
992	0.9692513369	0.1347717447
993	0.9692513369	0.1347696581
994	0.9692513369	0.134748184
995	0.9692513369	0.1347375106
996	0.9692513369	0.1347374385
997	0.9692513369	0.1346686469
998	0.9692513369	0.1346226114
999	0.9692513369	0.1345123657
